geneset,Subtype_A,Subtype_B,Subtype_C
Dopaminergic_Synaptic,-0.05065346432212398,0.005208569605556728,0.260364060152232
HPA_Hormonal,-0.18555178417542068,0.3172015676992833,-0.08967067398267926
Immune_Oxidative,0.00799562295734784,0.01148238195568751,-0.08416426311031903
Neuroinflammatory,0.2299164397250095,-0.33253234348550725,-0.10067721628827739
